Species,plant_id,database,ref,interaction,lat,lon,Trophic.Niche,Realm
Poecile palustris,Rhamnus cathartica,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Poecile palustris,Ribes spicatum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Poecile palustris,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Poecile palustris,Viburnum opulus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Phylloscopus trochilus,Rhamnus cathartica,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Phylloscopus trochilus,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Sitta europaea,Frangula alnus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Sitta europaea,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Sitta europaea,Rhamnus cathartica,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Sitta europaea,Ribes spicatum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Sylvia atricapilla,Cornus sanguinea,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Crataegus monogyna,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Euonymus europaeus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Euonymus verrucosus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Frangula alnus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Lonicera xylosteum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Rhamnus cathartica,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Ribes alpinum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Ribes nigrum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Ribes spicatum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Rubus idaeus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Sambucus nigra,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia atricapilla,Viburnum opulus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia borin,Frangula alnus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia borin,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia borin,Rhamnus cathartica,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia borin,Ribes nigrum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia borin,Ribes spicatum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia borin,Sambucus nigra,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia borin,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Sylvia borin,Viburnum opulus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus iliacus,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Turdus merula,Cornus sanguinea,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus merula,Crataegus monogyna,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus merula,Euonymus europaeus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus merula,Frangula alnus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus merula,Lonicera xylosteum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus merula,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus merula,Rhamnus cathartica,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus merula,Ribes nigrum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus merula,Ribes spicatum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus merula,Rubus idaeus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus merula,Sambucus nigra,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Turdus merula,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
