Species,Trophic.Niche,Realm
Tachymarptis melba,Invertivore,Saharo-Arabian
Telacanthura melanopygia,Invertivore,Afrotropical
Telacanthura ussheri,Invertivore,Afrotropical
Zoonavena grandidieri,Invertivore,Madagascan
Zoonavena sylvatica,Invertivore,Oriental
Zoonavena thomensis,Invertivore,Afrotropical
Antrostomus arizonae,Invertivore,Nearctic
Antrostomus badius,Invertivore,Neotropical
Antrostomus carolinensis,Invertivore,Nearctic
Antrostomus cubanensis,Invertivore,Neotropical
Antrostomus ekmani,Invertivore,Neotropical
Antrostomus noctitherus,Invertivore,Neotropical
Antrostomus ridgwayi,Invertivore,Nearctic
Antrostomus rufus,Invertivore,Neotropical
Antrostomus salvini,Invertivore,Nearctic
Antrostomus saturatus,Invertivore,Neotropical
Antrostomus sericocaudatus,Invertivore,Neotropical
Antrostomus vociferus,Invertivore,Nearctic
Caprimulgus aegyptius,Invertivore,Saharo-Arabian
Caprimulgus affinis,Invertivore,Oriental
Caprimulgus andamanicus,Invertivore,Oriental
Caprimulgus asiaticus,Invertivore,Oriental
Caprimulgus atripennis,Invertivore,Oriental
Caprimulgus batesi,Invertivore,Afrotropical
Caprimulgus celebensis,Invertivore,Oceanian
Caprimulgus centralasicus,Invertivore,NA
Caprimulgus clarus,Invertivore,Afrotropical
Caprimulgus climacurus,Invertivore,Afrotropical
Caprimulgus concretus,Invertivore,Oriental
Caprimulgus donaldsoni,Invertivore,Afrotropical
Caprimulgus europaeus,Invertivore,Palearctic
Caprimulgus eximius,Invertivore,Afrotropical
Caprimulgus fossii,Invertivore,Afrotropical
Caprimulgus fraenatus,Invertivore,Afrotropical
Caprimulgus indicus,Invertivore,Oriental
Caprimulgus inornatus,Invertivore,Afrotropical
Caprimulgus jotaka,Invertivore,Sino-Japanese
Caprimulgus longipennis,Invertivore,Afrotropical
Caprimulgus macrurus,Invertivore,Oriental
Caprimulgus madagascariensis,Invertivore,Madagascan
Caprimulgus mahrattensis,Invertivore,Saharo-Arabian
Caprimulgus manillensis,Invertivore,Oceanian
Caprimulgus meesi,Invertivore,Oceanian
Caprimulgus natalensis,Invertivore,Afrotropical
Caprimulgus nubicus,Invertivore,Afrotropical
Caprimulgus pectoralis,Invertivore,Afrotropical
Caprimulgus phalaena,Invertivore,Oceanian
Caprimulgus poliocephalus,Invertivore,Afrotropical
Caprimulgus prigoginei,Invertivore,Afrotropical
Caprimulgus pulchellus,Invertivore,Oriental
Caprimulgus ruficollis,Invertivore,Saharo-Arabian
Caprimulgus rufigena,Invertivore,Afrotropical
Caprimulgus solala,Invertivore,Afrotropical
Caprimulgus stellatus,Invertivore,Afrotropical
Caprimulgus tristigma,Invertivore,Afrotropical
Caprimulgus vexillarius,Invertivore,Afrotropical
Chordeiles acutipennis,Invertivore,Neotropical
Chordeiles gundlachii,Invertivore,Neotropical
Chordeiles minor,Invertivore,Nearctic
Chordeiles nacunda,Invertivore,Neotropical
Chordeiles pusillus,Invertivore,Neotropical
Chordeiles rupestris,Invertivore,Neotropical
Eleothreptus anomalus,Invertivore,Neotropical
Eleothreptus candicans,Invertivore,Neotropical
Eurostopodus archboldi,Invertivore,Oceanian
Eurostopodus argus,Invertivore,Australian
Eurostopodus diabolicus,Invertivore,Oceanian
Eurostopodus exul,Invertivore,NA
Eurostopodus mystacalis,Invertivore,Australian
Eurostopodus nigripennis,Invertivore,Oceanian
Eurostopodus papuensis,Invertivore,Oceanian
Gactornis enarratus,Invertivore,Madagascan
Hydropsalis cayennensis,Invertivore,Neotropical
Hydropsalis climacocerca,Invertivore,Neotropical
Hydropsalis maculicaudus,Invertivore,Neotropical
Hydropsalis torquata,Invertivore,Neotropical
Lurocalis rufiventris,Invertivore,Neotropical
Lurocalis semitorquatus,Invertivore,Neotropical
Lyncornis macrotis,Invertivore,Oriental
Lyncornis temminckii,Invertivore,Oriental
Macropsalis forcipata,Invertivore,Neotropical
Nyctidromus albicollis,Invertivore,Neotropical
Nyctidromus anthonyi,Invertivore,Neotropical
Nyctiphrynus mcleodii,Invertivore,Nearctic
Nyctiphrynus ocellatus,Invertivore,Neotropical
Nyctiphrynus rosenbergi,Invertivore,Neotropical
Nyctiphrynus yucatanicus,Invertivore,Neotropical
Nyctipolus hirundinaceus,Invertivore,Neotropical
Nyctipolus nigrescens,Invertivore,Neotropical
Nyctiprogne leucopyga,Invertivore,Neotropical
Nyctiprogne vielliardi,Invertivore,Neotropical
Phalaenoptilus nuttallii,Invertivore,Nearctic
Setopagis heterura,Invertivore,Neotropical
Setopagis maculosa,Invertivore,NA
Setopagis parvula,Invertivore,Neotropical
Setopagis whitelyi,Invertivore,Neotropical
Siphonorhis americana,Invertivore,NA
Siphonorhis brewsteri,Invertivore,Neotropical
Systellura decussata,Invertivore,Neotropical
Systellura longirostris,Invertivore,Neotropical
Systellura roraimae,Invertivore,Neotropical
Uropsalis lyra,Invertivore,Neotropical
Uropsalis segmentata,Invertivore,Neotropical
Veles binotatus,Invertivore,Afrotropical
Hemiprocne comata,Invertivore,Oriental
Hemiprocne coronata,Invertivore,Oriental
Hemiprocne longipennis,Invertivore,Oriental
Hemiprocne mystacea,Invertivore,Oceanian
Nyctibius aethereus,Invertivore,Neotropical
Nyctibius grandis,Invertivore,Neotropical
Nyctibius griseus,Invertivore,Neotropical
Nyctibius jamaicensis,Invertivore,Neotropical
Nyctibius leucopterus,Invertivore,Neotropical
Nyctibius maculosus,Invertivore,Neotropical
Phyllaemulor bracteatus,Invertivore,Neotropical
Batrachostomus auritus,Invertivore,Oriental
Batrachostomus cornutus,Invertivore,Oriental
Batrachostomus harterti,Invertivore,Oriental
Batrachostomus hodgsoni,Invertivore,Oriental
Batrachostomus javensis,Invertivore,Oriental
Batrachostomus mixtus,Invertivore,Oriental
Batrachostomus moniliger,Invertivore,Oriental
Batrachostomus poliolophus,Invertivore,Oriental
Batrachostomus septimus,Invertivore,Oceanian
Batrachostomus stellatus,Invertivore,Oriental
Podargus ocellatus,Invertivore,Oceanian
Podargus papuensis,Invertivore,Oceanian
Podargus strigoides,Invertivore,Australian
Rigidipenna inexpectata,Invertivore,Oceanian
Steatornis caripensis,Frugivore,Neotropical
Abeillia abeillei,Nectarivore,Neotropical
Adelomyia melanogenys,Nectarivore,Neotropical
Aglaeactis aliciae,Nectarivore,Neotropical
Aglaeactis castelnaudii,Nectarivore,Neotropical
Aglaeactis cupripennis,Nectarivore,Neotropical
Aglaeactis pamela,Nectarivore,Neotropical
Aglaiocercus berlepschi,Nectarivore,Neotropical
Aglaiocercus coelestis,Nectarivore,Neotropical
Aglaiocercus kingii,Nectarivore,Neotropical
Amazilia alfaroana,Nectarivore,Neotropical
Amazilia amabilis,Nectarivore,Neotropical
Amazilia amazilia,Nectarivore,Neotropical
Amazilia bartletti,Nectarivore,Neotropical
Amazilia beryllina,Nectarivore,Nearctic
Amazilia boucardi,Nectarivore,Neotropical
Amazilia brevirostris,Nectarivore,Neotropical
Amazilia candida,Nectarivore,Neotropical
Amazilia castaneiventris,Nectarivore,Neotropical
Amazilia chionogaster,Nectarivore,Neotropical
Amazilia chrysura,Nectarivore,Neotropical
Amazilia coeruleogularis,Nectarivore,Neotropical
Amazilia cupreicauda,Nectarivore,Neotropical
Amazilia cyanifrons,Nectarivore,Neotropical
Amazilia cyanocephala,Nectarivore,Neotropical
Amazilia cyanura,Nectarivore,Neotropical
Amazilia cyanus,Nectarivore,Neotropical
Amazilia decora,Nectarivore,Neotropical
Amazilia edward,Nectarivore,Neotropical
Amazilia eliciae,Nectarivore,Neotropical
Amazilia fimbriata,Nectarivore,Neotropical
Amazilia franciae,Nectarivore,Neotropical
Amazilia goudoti,Nectarivore,Neotropical
Amazilia grayi,Nectarivore,Neotropical
Amazilia humboldtii,Nectarivore,Neotropical
Amazilia julie,Nectarivore,Neotropical
Amazilia lactea,Nectarivore,Neotropical
Amazilia leucogaster,Nectarivore,Neotropical
Amazilia lilliae,Nectarivore,Neotropical
Amazilia luciae,Nectarivore,Neotropical
Amazilia oenone,Nectarivore,Neotropical
Amazilia rosenbergi,Nectarivore,Neotropical
Amazilia rosenbergi,Nectarivore,Neotropical
Amazilia rutila,Nectarivore,Neotropical
Amazilia sapphirina,Nectarivore,Neotropical
Amazilia saucerottei,Nectarivore,Neotropical
Amazilia tobaci,Nectarivore,Neotropical
Amazilia tzacatl,Nectarivore,Neotropical
Amazilia versicolor,Nectarivore,Neotropical
Amazilia violiceps,Nectarivore,Nearctic
Amazilia viridicauda,Nectarivore,Neotropical
Amazilia viridifrons,Nectarivore,Neotropical
Amazilia viridigaster,Nectarivore,Neotropical
Amazilia wagneri,Nectarivore,Neotropical
Amazilia yucatanensis,Nectarivore,Neotropical
Androdon aequatorialis,Nectarivore,Neotropical
Anopetia gounellei,Nectarivore,Neotropical
Anthocephala berlepschi,Nectarivore,Neotropical
Anthocephala floriceps,Nectarivore,Neotropical
Anthracothorax aurulentus,Nectarivore,Neotropical
Anthracothorax dominicus,Nectarivore,Neotropical
Anthracothorax mango,Nectarivore,Neotropical
Anthracothorax nigricollis,Nectarivore,Neotropical
Anthracothorax prevostii,Nectarivore,Neotropical
Anthracothorax veraguensis,Nectarivore,Neotropical
Anthracothorax viridigula,Nectarivore,Neotropical
Anthracothorax viridis,Nectarivore,Neotropical
Aphantochroa cirrochloris,Nectarivore,Neotropical
Archilochus alexandri,Nectarivore,Nearctic
Archilochus colubris,Nectarivore,Nearctic
Atthis ellioti,Nectarivore,Neotropical
Atthis heloisa,Nectarivore,Nearctic
Augastes lumachella,Nectarivore,Neotropical
Augastes scutatus,Nectarivore,Neotropical
Avocettula recurvirostris,Nectarivore,Neotropical
Basilinna leucotis,Nectarivore,Nearctic
Basilinna xantusii,Nectarivore,Nearctic
Boissonneaua flavescens,Nectarivore,Neotropical
Boissonneaua jardini,Nectarivore,Neotropical
Boissonneaua matthewsii,Nectarivore,Neotropical
Calliphlox amethystina,Nectarivore,Neotropical
Calliphlox bryantae,Nectarivore,Neotropical
Calliphlox mitchellii,Nectarivore,Neotropical
Calothorax lucifer,Nectarivore,Nearctic
Calothorax pulcher,Nectarivore,Neotropical
Calypte anna,Nectarivore,Nearctic
Calypte costae,Nectarivore,Nearctic
Campylopterus curvipennis,Nectarivore,Neotropical
Campylopterus cuvierii,Nectarivore,Neotropical
Campylopterus duidae,Nectarivore,Neotropical
Campylopterus ensipennis,Nectarivore,Neotropical
Campylopterus falcatus,Nectarivore,Neotropical
Campylopterus hemileucurus,Nectarivore,Neotropical
Campylopterus hyperythrus,Nectarivore,Neotropical
Campylopterus largipennis,Nectarivore,Neotropical
Campylopterus phainopeplus,Nectarivore,Neotropical
Campylopterus rufus,Nectarivore,Neotropical
Campylopterus villaviscensio,Nectarivore,Neotropical
Chaetocercus astreans,Nectarivore,Neotropical
Chaetocercus berlepschi,Nectarivore,Neotropical
Chaetocercus bombus,Nectarivore,Neotropical
Chaetocercus heliodor,Nectarivore,Neotropical
Chaetocercus jourdanii,Nectarivore,Neotropical
Chaetocercus mulsant,Nectarivore,Neotropical
Chalcostigma herrani,Nectarivore,Neotropical
Chalcostigma heteropogon,Nectarivore,Neotropical
Chalcostigma olivaceum,Nectarivore,Neotropical
Chalcostigma ruficeps,Nectarivore,Neotropical
Chalcostigma stanleyi,Nectarivore,Neotropical
Chalybura buffonii,Nectarivore,Neotropical
Chalybura urochrysia,Nectarivore,Neotropical
Chlorostilbon assimilis,Nectarivore,Neotropical
Chlorostilbon auriceps,Nectarivore,Nearctic
Chlorostilbon canivetii,Nectarivore,Neotropical
Chlorostilbon forficatus,Nectarivore,Neotropical
Chlorostilbon gibsoni,Nectarivore,Neotropical
Chlorostilbon lucidus,Nectarivore,Neotropical
Chlorostilbon maugaeus,Nectarivore,Neotropical
Chlorostilbon mellisugus,Nectarivore,Neotropical
Chlorostilbon notatus,Nectarivore,Neotropical
Chlorostilbon olivaresi,Nectarivore,Neotropical
Chlorostilbon poortmani,Nectarivore,Neotropical
Chlorostilbon ricordii,Nectarivore,Neotropical
Chlorostilbon russatus,Nectarivore,Neotropical
Chlorostilbon stenurus,Nectarivore,Neotropical
Chlorostilbon swainsonii,Nectarivore,Neotropical
Chrysolampis mosquitus,Nectarivore,Neotropical
Clytolaema rubricauda,Nectarivore,Neotropical
Coeligena albicaudata,Nectarivore,Neotropical
Coeligena bonapartei,Nectarivore,Neotropical
Coeligena coeligena,Nectarivore,Neotropical
Coeligena conradii,Nectarivore,Neotropical
Coeligena consita,Nectarivore,Neotropical
Coeligena dichroura,Nectarivore,Neotropical
Coeligena eisenmanni,Nectarivore,Neotropical
Coeligena eos,Nectarivore,Neotropical
Coeligena helianthea,Nectarivore,Neotropical
Coeligena inca,Nectarivore,Neotropical
Coeligena iris,Nectarivore,Neotropical
Coeligena lutetiae,Nectarivore,Neotropical
Coeligena orina,Nectarivore,Neotropical
Coeligena osculans,Nectarivore,Neotropical
Coeligena phalerata,Nectarivore,Neotropical
Coeligena prunellei,Nectarivore,Neotropical
Coeligena torquata,Nectarivore,Neotropical
Coeligena violifer,Nectarivore,Neotropical
Coeligena wilsoni,Nectarivore,Neotropical
Colibri coruscans,Nectarivore,Neotropical
Colibri delphinae,Nectarivore,Neotropical
Colibri serrirostris,Nectarivore,Neotropical
Colibri thalassinus,Nectarivore,Neotropical
Cyanophaia bicolor,Nectarivore,Neotropical
Cynanthus doubledayi,Nectarivore,Neotropical
Cynanthus latirostris,Nectarivore,Nearctic
Cynanthus lawrencei,Nectarivore,Nearctic
Cynanthus sordidus,Nectarivore,Neotropical
Discosura conversii,Nectarivore,Neotropical
Discosura langsdorffi,Nectarivore,Neotropical
Discosura letitiae,Nectarivore,NA
Discosura longicaudus,Nectarivore,Neotropical
Discosura popelairii,Nectarivore,Neotropical
Doricha eliza,Nectarivore,Neotropical
Doricha enicura,Nectarivore,Neotropical
Doryfera johannae,Nectarivore,Neotropical
Doryfera ludovicae,Nectarivore,Neotropical
Elvira chionura,Nectarivore,Neotropical
Elvira cupreiceps,Nectarivore,Neotropical
Ensifera ensifera,Nectarivore,Neotropical
Eriocnemis aline,Nectarivore,Neotropical
Eriocnemis cupreoventris,Nectarivore,Neotropical
Eriocnemis derbyi,Nectarivore,Neotropical
Eriocnemis glaucopoides,Nectarivore,Neotropical
Eriocnemis godini,Nectarivore,NA
Eriocnemis isabellae,Nectarivore,Neotropical
Eriocnemis luciani,Nectarivore,Neotropical
Eriocnemis mirabilis,Nectarivore,Neotropical
Eriocnemis mosquera,Nectarivore,Neotropical
Eriocnemis nigrivestis,Nectarivore,Neotropical
Eriocnemis sapphiropygia,Nectarivore,Neotropical
Eriocnemis vestita,Nectarivore,Neotropical
Eugenes fulgens,Nectarivore,Nearctic
Eulampis holosericeus,Nectarivore,Neotropical
Eulampis jugularis,Nectarivore,Neotropical
Eulidia yarrellii,Nectarivore,Neotropical
Eupetomena macroura,Nectarivore,Neotropical
Eupherusa cyanophrys,Nectarivore,Neotropical
Eupherusa eximia,Nectarivore,Neotropical
Eupherusa nigriventris,Nectarivore,Neotropical
Eupherusa poliocerca,Nectarivore,Neotropical
Eutoxeres aquila,Nectarivore,Neotropical
Eutoxeres condamini,Nectarivore,Neotropical
Florisuga fusca,Nectarivore,Neotropical
Florisuga mellivora,Nectarivore,Neotropical
Glaucis aeneus,Nectarivore,Neotropical
Glaucis dohrnii,Nectarivore,Neotropical
Glaucis hirsutus,Nectarivore,Neotropical
Goethalsia bella,Nectarivore,Neotropical
Goldmania violiceps,Nectarivore,Neotropical
Haplophaedia assimilis,Nectarivore,Neotropical
Haplophaedia aureliae,Nectarivore,Neotropical
Haplophaedia lugens,Nectarivore,Neotropical
Heliactin bilophus,Nectarivore,Neotropical
Heliangelus amethysticollis,Nectarivore,Neotropical
Heliangelus clarisse,Nectarivore,Neotropical
Heliangelus exortis,Nectarivore,Neotropical
Heliangelus mavors,Nectarivore,Neotropical
Heliangelus micraster,Nectarivore,Neotropical
Heliangelus regalis,Nectarivore,Neotropical
Heliangelus spencei,Nectarivore,Neotropical
Heliangelus strophianus,Nectarivore,Neotropical
Heliangelus viola,Nectarivore,Neotropical
Heliodoxa aurescens,Nectarivore,Neotropical
Heliodoxa branickii,Nectarivore,Neotropical
Heliodoxa gularis,Nectarivore,Neotropical
Heliodoxa imperatrix,Nectarivore,Neotropical
Heliodoxa jacula,Nectarivore,Neotropical
Heliodoxa leadbeateri,Nectarivore,Neotropical
Heliodoxa rubinoides,Nectarivore,Neotropical
Heliodoxa schreibersii,Nectarivore,Neotropical
Heliodoxa whitelyana,Nectarivore,Neotropical
Heliodoxa xanthogonys,Nectarivore,Neotropical
Heliomaster constantii,Nectarivore,Nearctic
Heliomaster furcifer,Nectarivore,Neotropical
Heliomaster longirostris,Nectarivore,Neotropical
Heliomaster squamosus,Nectarivore,Neotropical
Heliothryx auritus,Nectarivore,Neotropical
Heliothryx barroti,Nectarivore,Neotropical
Hylonympha macrocerca,Nectarivore,Neotropical
Klais guimeti,Nectarivore,Neotropical
Lafresnaya lafresnayi,Nectarivore,Neotropical
Lampornis amethystinus,Nectarivore,Neotropical
Lampornis calolaemus,Nectarivore,Neotropical
Lampornis castaneoventris,Nectarivore,Neotropical
Lampornis cinereicauda,Nectarivore,Neotropical
Lampornis clemenciae,Nectarivore,Nearctic
Lampornis hemileucus,Nectarivore,Neotropical
Lampornis sybillae,Nectarivore,Neotropical
Lampornis viridipallens,Nectarivore,Neotropical
Lamprolaima rhami,Nectarivore,Neotropical
Lesbia nuna,Nectarivore,Neotropical
Lesbia victoriae,Nectarivore,Neotropical
Leucippus baeri,Nectarivore,Neotropical
Leucippus chlorocercus,Nectarivore,Neotropical
Leucippus fallax,Nectarivore,Neotropical
Leucippus taczanowskii,Nectarivore,Neotropical
Leucochloris albicollis,Nectarivore,Neotropical
Loddigesia mirabilis,Nectarivore,Neotropical
Lophornis adorabilis,Nectarivore,Neotropical
Lophornis brachylophus,Nectarivore,Neotropical
Lophornis chalybeus,Nectarivore,Neotropical
Lophornis delattrei,Nectarivore,Neotropical
Lophornis gouldii,Nectarivore,Neotropical
Lophornis helenae,Nectarivore,Neotropical
Lophornis magnificus,Omnivore,Neotropical
Lophornis ornatus,Omnivore,Neotropical
Lophornis pavoninus,Nectarivore,Neotropical
Lophornis stictolophus,Nectarivore,Neotropical
Lophornis verreauxii,Nectarivore,Neotropical
Mellisuga helenae,Nectarivore,Neotropical
Mellisuga minima,Nectarivore,Neotropical
Metallura aeneocauda,Nectarivore,Neotropical
Metallura baroni,Nectarivore,Neotropical
Metallura eupogon,Nectarivore,Neotropical
Metallura iracunda,Nectarivore,Neotropical
Metallura odomae,Nectarivore,Neotropical
Metallura phoebe,Nectarivore,Neotropical
Metallura theresiae,Nectarivore,Neotropical
Metallura tyrianthina,Nectarivore,Neotropical
Metallura williami,Nectarivore,Neotropical
Microchera albocoronata,Nectarivore,Neotropical
Microstilbon burmeisteri,Nectarivore,Neotropical
Myrmia micrura,Nectarivore,Neotropical
Myrtis fanny,Nectarivore,Neotropical
Nesophlox evelynae,Nectarivore,Neotropical
Nesophlox lyrura,Nectarivore,Neotropical
Ocreatus underwoodii,Nectarivore,Neotropical
Opisthoprora euryptera,Nectarivore,Neotropical
Oreonympha albolimbata,Nectarivore,Neotropical
Oreonympha nobilis,Nectarivore,Neotropical
Oreotrochilus adela,Nectarivore,Neotropical
Oreotrochilus chimborazo,Nectarivore,Neotropical
Oreotrochilus estella,Nectarivore,Neotropical
Oreotrochilus leucopleurus,Nectarivore,Neotropical
Oreotrochilus melanogaster,Nectarivore,Neotropical
Oreotrochilus stolzmanni,Nectarivore,Neotropical
Orthorhyncus cristatus,Nectarivore,Neotropical
Oxypogon cyanolaemus,Nectarivore,Neotropical
Oxypogon guerinii,Nectarivore,Neotropical
Oxypogon lindenii,Nectarivore,Neotropical
Oxypogon stuebelii,Nectarivore,Neotropical
Panterpe insignis,Nectarivore,Neotropical
Patagona gigas,Nectarivore,Neotropical
Phaethornis aethopygus,Nectarivore,Neotropical
Phaethornis anthophilus,Nectarivore,Neotropical
Phaethornis atrimentalis,Nectarivore,Neotropical
Phaethornis augusti,Nectarivore,Neotropical
Phaethornis baroni,Nectarivore,Neotropical
Phaethornis bourcieri,Nectarivore,Neotropical
Phaethornis eurynome,Nectarivore,Neotropical
Phaethornis griseogularis,Nectarivore,Neotropical
Phaethornis guy,Nectarivore,Neotropical
Phaethornis hispidus,Nectarivore,Neotropical
Phaethornis idaliae,Nectarivore,Neotropical
Phaethornis koepckeae,Nectarivore,Neotropical
Phaethornis longirostris,Nectarivore,Neotropical
